#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc009azw.2	ENSMUST00000115419	St7	NM_001289626
uc009azy.2	ENSMUST00000077080	St7	NM_001289627
uc009azx.2	ENSMUST00000000674	St7	NM_001289629
uc009azz.2	ENSMUST00000053148	St7	NM_001289629
uc009baa.2	ENSMUST00000053148	St7	NM_001289627
uc009bab.2	ENSMUST00000132175	St7	
uc009bac.2	ENSMUST00000138726	St7	
uc009baf.2	ENSMUST00000154059	St7	
uc009bad.2	ENSMUST00000053148	St7	NM_022332
uc009bae.2	ENSMUST00000053148	St7	NM_001083315
uc012eig.1	ENSMUST00000154059	St7	
uc009bai.2	ENSMUST00000045706	Cftr	NM_021050
uc009baj.1	ENSMUST00000115405	Cftr	
uc009bao.1	ENSMUST00000056398	Lsm8	NM_133939
uc012eih.2	ENSMUST00000115396	Ankrd7	NM_001167757
uc009bap.2	ENSMUST00000031489	Ankrd7	NM_029202
uc033iog.1	ENSMUST00000183510	Mir6370	NR_105789
uc009baq.1	ENSMUST00000081542	Kcnd2	NM_019697
uc009bat.2	ENSMUST00000031680	Ing3	NM_023626
uc009bau.2	ENSMUST00000031680	Ing3	NM_001311061
uc012eik.2	ENSMUST00000031680	Ing3	
uc009bav.1	ENSMUST00000115383	Cped1	NM_001081351
uc009baw.2	ENSMUST00000128245	Wnt16	NM_053116
uc009bax.2	ENSMUST00000031681	Wnt16	NM_053116
uc009bba.1	ENSMUST00000090568	Ptprz1	NM_011219
uc009bbb.1	ENSMUST00000090568	Ptprz1	NM_001081306
uc012eim.1	ENSMUST00000090568	Ptprz1	NM_001311064
uc009bbt.2	ENSMUST00000117688	Asb15	NM_080847
uc009bbu.1	ENSMUST00000031694	Lmod2	NM_053098
uc009bbw.1	ENSMUST00000031690	Hyal6	NM_028920
uc009bbx.1	ENSMUST00000031691	Hyal4	NM_029848
uc009bbz.2	ENSMUST00000031693	Spam1	NM_001079875
uc009bca.2	ENSMUST00000031693	Spam1	NM_009241
uc009bcb.1	ENSMUST00000031689	Hyal5	NM_028957
uc009bcq.1	ENSMUST00000020717	Arf5	NM_007480
uc009bcr.1	ENSMUST00000031719	Fscn3	NM_019569
uc012eiu.1	ENSMUST00000164915	Snd1	
uc009bct.1	ENSMUST00000001460	Snd1	NM_019776
uc012eiv.1	ENSMUST00000083535	Mir129-1	NR_029567
uc009bcv.1	ENSMUST00000069789	Lep	NM_008493
uc012eiw.1	ENSMUST00000054445	Hilpda	NM_001190461
uc009bdd.2	ENSMUST00000054445	Hilpda	NM_023516
uc009bde.2	ENSMUST00000115286	Fam71f2	NM_001101486
uc012eix.2	ENSMUST00000115286	Fam71f2	
uc012eiy.2	ENSMUST00000090487	Fam71f1	NM_001289665
uc012eiz.1	ENSMUST00000090487	Fam71f1	NM_001289663
uc009bdf.1	ENSMUST00000090487	Fam71f1	NM_207258
uc012eja.1	ENSMUST00000090487	Fam71f1	NM_001289664
uc009bdg.2	ENSMUST00000031779	Calu	NM_007594
uc033iok.1	ENSMUST00000031779	Calu	NM_001285412
uc009bdh.2	ENSMUST00000031779	Calu	NM_184053
uc012ejb.2	ENSMUST00000115275	Ccdc136	NM_001347073
uc009bdl.2	ENSMUST00000096084	Ccdc136	NM_001347071
uc057lpe.1	ENSMUST00000096084	Ccdc136	NM_001201378
uc012ejc.1	ENSMUST00000181464	Ccdc136	NM_145574
uc009bdk.2	ENSMUST00000180829	Ccdc136	NM_001201378
uc009bdm.1	ENSMUST00000148404	Flnc	
uc009bdn.1	ENSMUST00000090474	Flnc	NM_001081185
uc009bdo.2	ENSMUST00000090474	Flnc	NM_001311074
uc009bdp.1	ENSMUST00000004396	Atp6v1f	NM_025381
uc012ejd.1	ENSMUST00000171317	Gm9047	NM_001145360
uc009bdu.2	ENSMUST00000004392	Irf5	NM_012057
uc009bdv.2	ENSMUST00000004392	Irf5	NM_001311083
uc009bdw.2	ENSMUST00000163511	Irf5	NM_001252382
uc009bec.2	ENSMUST00000046750	Tspan33	NM_146173
uc009bed.2	ENSMUST00000046750	Tspan33	NM_001301407
uc009bef.2	ENSMUST00000001812	Smo	NM_176996
uc009beg.2	ENSMUST00000143707	Ahcyl2	
uc012ejf.1	ENSMUST00000150365	Ahcyl2	
uc009bei.2	ENSMUST00000102995	Ahcyl2	NM_021414
uc009beh.2	ENSMUST00000102995	Ahcyl2	NM_001171000
uc009bej.2	ENSMUST00000135396	Ahcyl2	
uc057lpg.1	ENSMUST00000115242	Ahcyl2	NM_001347084
uc009bek.2	ENSMUST00000115238	Ahcyl2	NM_001171001
uc009bel.2	ENSMUST00000149816	Ahcyl2	NM_001347084
uc009bem.1	ENSMUST00000137068	Strip2	NM_001037740
uc009ben.2	ENSMUST00000046028	Strip2	NM_177204
uc012ejg.2	ENSMUST00000046028	Strip2	NR_104576
uc009beo.2	ENSMUST00000046028	Strip2	NM_001037740
uc009bep.2	ENSMUST00000124522	Smkr-ps	NR_040263
uc009beq.2	ENSMUST00000124522	Smkr-ps	NR_040264
uc009ber.1	ENSMUST00000146988	Nrf1	NM_010938
uc009bes.1	ENSMUST00000115200	Nrf1	NM_001164230
uc009bet.1	ENSMUST00000115204	Nrf1	NM_001164227
uc009beu.1	ENSMUST00000115204	Nrf1	NM_001164228
uc009bev.1	ENSMUST00000115212	Nrf1	NM_010938
uc009bew.1	ENSMUST00000115212	Nrf1	NM_001164226
uc009bex.1	ENSMUST00000115200	Nrf1	NM_001164229
uc009bfb.1	ENSMUST00000140275	AK007083	
uc009bfe.2	ENSMUST00000068259	Klhdc10	NM_029742
uc009bff.2	ENSMUST00000068259	Klhdc10	NM_001311087
uc009bfg.1	ENSMUST00000132023	1700012C14Rik	NR_131049
uc009bfl.2	ENSMUST00000031797	Ssmem1	NM_027073
uc009bfm.2	ENSMUST00000031798	Ssmem1	NM_029373
uc009bfn.1	ENSMUST00000096066	Cpa2	NM_001024698
uc009bfo.1	ENSMUST00000049251	Cpa4	NM_027926
uc009bfp.1	ENSMUST00000062758	Cpa5	NM_144537
uc012ejk.1	ENSMUST00000115139	Cpa5	
uc009bfq.2	ENSMUST00000031806	Cpa1	NM_025350
uc009bfs.2	ENSMUST00000163949	Mest	NM_001252293
uc009bfu.2	ENSMUST00000163949	Mest	NM_001252292
uc009bft.2	ENSMUST00000163949	Mest	NM_008590
uc012ejm.1	ENSMUST00000083567	Mir335	NR_029900
uc009bga.3	ENSMUST00000155345	2210408F21Rik	NR_040258
uc009bfz.3	ENSMUST00000155345	2210408F21Rik	NR_040257
uc029vtz.2	ENSMUST00000155345	2210408F21Rik	NR_040262
uc029vua.2	ENSMUST00000123149	2210408F21Rik	NR_040259
uc029vub.2	ENSMUST00000155345	2210408F21Rik	NR_040261
uc012ejs.3	ENSMUST00000155345	2210408F21Rik	NR_040260
uc009bgc.1	ENSMUST00000134544	Mkln1	
uc009bgd.1	ENSMUST00000137621	Mkln1	
uc009bge.1	ENSMUST00000134315	Mkln1	
uc009bgf.2	ENSMUST00000026699	Mkln1	NM_013791
uc009bgg.1	ENSMUST00000150949	Mkln1	NM_013791
uc057lpi.1	ENSMUST00000149613	KY468081	
uc009bgj.1	ENSMUST00000136224	AK080631	
uc057lpj.1	ENSMUST00000136224	KY468082	
uc009bgk.2	ENSMUST00000031778	1700012A03Rik	NM_029587
uc009bgl.2	ENSMUST00000135066	1700012A03Rik	
uc009bgn.2	ENSMUST00000150314	Plxna4os1	NR_040277
uc009bgq.1	ENSMUST00000137043	Exoc4	NM_001347089
uc009bgr.2	ENSMUST00000090381	Exoc4	NM_001347089
uc009bgs.1	ENSMUST00000115080	Exoc4	NM_001347089
uc009bgt.2	ENSMUST00000052266	Exoc4	NM_009148
uc009bgu.1	ENSMUST00000101564	Lrguk	
uc009bgv.1	ENSMUST00000070189	Lrguk	NM_028886
uc009bgz.1	ENSMUST00000038406	Akr1b8	NM_008012
uc009bhb.1	ENSMUST00000038383	Akr1b10	NM_172398
uc009bhc.4	ENSMUST00000038383	Akr1b10	
uc057bwj.1	ENSMUST00000182055	AK052576	
uc009bhd.2	ENSMUST00000007449	Akr1b7	NM_009731
uc009bhf.1	ENSMUST00000135743	Bpgm	NM_007563
uc009bhg.1	ENSMUST00000045372	Bpgm	NM_007563
uc009bhh.1	ENSMUST00000154182	Cald1	
uc009bhi.1	ENSMUST00000079391	Cald1	NM_001347100
uc057lpk.1	ENSMUST00000115026	Cald1	NM_001347100
uc009bhk.1	ENSMUST00000115021	Cald1	NM_145575
uc009bhl.1	ENSMUST00000115027	Cald1	
uc009bhm.2	ENSMUST00000115017	Agbl3	NM_001289658
uc009bhn.1	ENSMUST00000143474	Agbl3	NM_001289658
uc009bho.1	ENSMUST00000155890	Agbl3	NM_001289658
uc009bhp.1	ENSMUST00000155726	Agbl3	NM_178630
uc009bhq.1	ENSMUST00000115017	Agbl3	NM_178630
uc012eju.2	ENSMUST00000148834	Agbl3	NM_001289656
uc009bhr.2	ENSMUST00000148834	Agbl3	NM_178630
uc009bhs.2	ENSMUST00000148834	Agbl3	NM_001289657
uc009bht.1	ENSMUST00000123019	Tmem140	
uc009bhu.1	ENSMUST00000074949	Tmem140	NM_197986
uc009bia.1	ENSMUST00000031876	Stra8	NM_009292
uc009bib.1	ENSMUST00000031876	Stra8	NM_009292
uc009bii.2	ENSMUST00000043815	Nup205	
uc009bij.2	ENSMUST00000043815	Nup205	NM_027513
uc009bik.3	ENSMUST00000043815	Nup205	NM_027513
uc009bil.2	ENSMUST00000043815	Nup205	
uc009bim.1	ENSMUST00000043815	Nup205	
uc009bin.2	ENSMUST00000152147	1810058I24Rik	NR_015608
uc057lpn.1	ENSMUST00000136110	1810058I24Rik	
uc057lpo.1	ENSMUST00000152147	1810058I24Rik	
uc009bio.2	ENSMUST00000136110	1810058I24Rik	NR_027875
uc057lpp.1	ENSMUST00000136110	1810058I24Rik	
uc009biy.2	ENSMUST00000172278	Chrm2	NM_203491
uc012ejy.1	ENSMUST00000093567	Mir490	NR_030524
uc009bjg.2	ENSMUST00000040987	Akr1d1	NM_145364
uc009bjh.2	ENSMUST00000122373	Atp6v0c	NM_001361535
uc009bji.1	ENSMUST00000149828	Trim24	
uc009bjj.1	ENSMUST00000120428	Trim24	
uc009bjk.2	ENSMUST00000031859	Trim24	NM_145076
uc009bjl.2	ENSMUST00000120428	Trim24	NM_001272064
uc033iot.1	ENSMUST00000031859	Trim24	NM_001272076
uc009bjq.2	ENSMUST00000031851	Tmem213	NM_029921
uc009bkc.1	ENSMUST00000162554	Ttc26	NM_153600
uc012ekb.1	ENSMUST00000159145	Ttc26	
uc009bke.2	ENSMUST00000160583	Ubn2	NM_177185
uc009bkh.2	ENSMUST00000160583	Ubn2	NM_177185
uc009bkf.1	ENSMUST00000162593	Ubn2	NM_177185
uc009bkg.1	ENSMUST00000161280	Ubn2	
uc012ekc.1	ENSMUST00000160583	Ubn2	
uc033iou.1	ENSMUST00000183689	Mir7670	NR_106130
uc009bki.1	ENSMUST00000019833	Fmc1	NM_025363
uc009bkj.3	ENSMUST00000163047	Luc7l2	
uc009bkk.3	ENSMUST00000161538	Luc7l2	NM_001311100
uc009bkl.3	ENSMUST00000161538	Luc7l2	NM_001311100
uc009bkn.3	ENSMUST00000057692	Luc7l2	NM_001311099
uc009bkm.3	ENSMUST00000057692	Luc7l2	NM_001311099
uc009bkp.3	ENSMUST00000057692	Luc7l2	NM_001331223
uc009bko.3	ENSMUST00000162386	Luc7l2	NM_001331223
uc029vud.1	ENSMUST00000159936	Luc7l2	
uc029vue.1	ENSMUST00000159936	Luc7l2	
uc009bkt.3	ENSMUST00000160430	Luc7l2	NM_001311099
uc009bku.3	ENSMUST00000161538	Luc7l2	NM_001311099
uc029vuf.1	ENSMUST00000114874	Clec2l	NM_001101507
uc009blc.1	ENSMUST00000162521	Tbxas1	
uc009bld.1	ENSMUST00000159226	Tbxas1	NM_011539
uc009ble.1	ENSMUST00000003017	Tbxas1	NM_011539
uc009blf.1	ENSMUST00000161360	Tbxas1	NM_011539
uc009blh.1	ENSMUST00000146981	4930599N23Rik	NR_045813
uc009blp.2	ENSMUST00000031986	Rab19	NM_011226
uc009blv.1	ENSMUST00000090237	Gm10244	
uc009bma.1	ENSMUST00000135363	AK047163	
uc009bmb.1	ENSMUST00000140364	Adck2	NM_178873
uc009bmc.1	ENSMUST00000119379	Ndufb2	NM_026612
uc009bmd.1	ENSMUST00000135671	Ndufb2	NM_026612
uc009bmj.1	ENSMUST00000061740	Tmem178b	NM_001004182
uc009bml.2	ENSMUST00000031977	Agk	
uc009bmm.2	ENSMUST00000031977	Agk	NM_023538
uc009bmn.2	ENSMUST00000031977	Agk	NM_023538
uc009bmq.2	ENSMUST00000038907	Wee2	NM_201370
uc009bmr.1	ENSMUST00000031971	Ssbp1	NM_028358
uc009bms.1	ENSMUST00000114779	Ssbp1	NM_212468
uc009bmt.1	ENSMUST00000114779	Ssbp1	NM_001286664
uc009bmu.1	ENSMUST00000114779	Ssbp1	NM_212468
uc009bmv.1	ENSMUST00000064932	Tas2r137	NM_001025385
uc009bmw.1	ENSMUST00000038750	Tas2r108	NM_020502
uc009bmz.1	ENSMUST00000051540	Olfr460	NM_146383
uc012ekg.1	ENSMUST00000071535	Mgam	
uc033iow.2	ENSMUST00000071535	Mgam	NM_001171003
uc009bnf.2	ENSMUST00000071535	Mgam	NM_001171003
uc009bng.2	ENSMUST00000071535	Mgam	
uc009bni.3	ENSMUST00000103262	Trbv1 	
uc009bnn.1	ENSMUST00000076638	1810009J06Rik	NM_023707
uc009bnp.1	ENSMUST00000103263	Trbv2 	
uc009bnq.3	ENSMUST00000103264	X03865	
uc057acv.1	ENSMUST00000193357	5830405F06Rik 	
uc009bns.1	ENSMUST00000103265	Trbv4 	
uc057acw.2	ENSMUST00000103266	Trbv5 	
uc009bnw.1	ENSMUST00000103267	Trbv12-1 	
uc057lpt.1	ENSMUST00000194399	Trbv13-1 	
uc009bnz.1	ENSMUST00000103269	Trbv12-2 	
uc009boa.2	ENSMUST00000103270	Tcrb	
uc009bpx.3	ENSMUST00000103299	KJ542623	
uc033ipe.1	ENSMUST00000103270	Trbv13-2 	
uc012ekn.1	ENSMUST00000103270	Trbv13-2 	
uc033ipf.1	ENSMUST00000103271	Trbv13-3 	
uc009boc.2	ENSMUST00000103271	Trbv13-3 	
uc009bod.3	ENSMUST00000103272	Trbv14 	
uc009boe.1	ENSMUST00000103273	Trbv15 	
uc057acx.1	ENSMUST00000103274	AK037776	
uc009boh.1	ENSMUST00000103275	Trbv17 	
uc009boj.2	ENSMUST00000103276	Trbv19 	
uc009bol.1	ENSMUST00000103277	M11859	
uc009bon.1	ENSMUST00000194614	U07657	
uc009boo.1	ENSMUST00000193064	X03863	
uc012ekt.1	ENSMUST00000103281	Trbv29 	
uc009bor.1	ENSMUST00000103282	M14294	
uc009bos.1	ENSMUST00000031913	Try4	NM_011646
uc009bou.2	ENSMUST00000072103	Try10	NM_001038996
uc009bow.2	ENSMUST00000049079	Gm5771	NM_001038997
uc009box.2	ENSMUST00000160346	Gm5409	NM_001003664
uc009boy.2	ENSMUST00000031910	Prss1	NM_053243
uc009boz.2	ENSMUST00000070380	Prss2	NM_009430
uc009bpc.2	ENSMUST00000192856	M11456	
uc009bpd.3	ENSMUST00000103299	KY964569	
uc009bpf.2	ENSMUST00000192856	KU254565	
uc009bpe.3	ENSMUST00000103291	M16120	
uc029vuw.1	ENSMUST00000103285	JX277492	
uc009bpg.1	ENSMUST00000192856	DQ126341	
uc009bph.1	ENSMUST00000192856	AK037453	
uc009bpj.2	ENSMUST00000103291	Tcrb	
uc057lpu.1	ENSMUST00000103299	KY964567	
uc033ipl.1	ENSMUST00000103289	AF012151	
uc009bpn.2	ENSMUST00000192856	EF154514	
uc033ipm.1	ENSMUST00000178862	TCRB	
uc029vux.2	ENSMUST00000103293	JX277464	
uc009bpq.2	ENSMUST00000103299	BC089553	
uc029vuy.2	ENSMUST00000103294	JX277430	
uc009bpr.5	ENSMUST00000103299	KY964562	
uc009bpt.1	ENSMUST00000103296	AK018014	
uc009bpu.2	ENSMUST00000103299	KY964560	
uc009bpv.2	ENSMUST00000103299	U07660	
uc029vuz.1	ENSMUST00000103297	TCRB	
uc009bpw.3	ENSMUST00000103299	KY964559	
uc029vva.1	ENSMUST00000103298	JX277299	
uc009bpy.2	ENSMUST00000103299	KM066944	
uc009bqa.2	ENSMUST00000114732	Ephb6	NM_007680
uc009bqb.2	ENSMUST00000114732	Ephb6	NM_001146351
uc009bqe.1	ENSMUST00000031900	Llcfc1	NM_029671
uc009bqh.1	ENSMUST00000075351	Pip	NM_008843
uc009bqi.1	ENSMUST00000014248	Sval2	NM_032542
uc009bqj.1	ENSMUST00000031898	Sval1	NM_027832
uc009bqk.1	ENSMUST00000080742	Sval3	NM_001003952
uc009bql.2	ENSMUST00000024059	Sva	NM_009299
uc009bqm.1	ENSMUST00000057686	Tas2r139	NM_181275
uc009bqn.1	ENSMUST00000063489	Tas2r144	NM_001001453
uc009bqo.1	ENSMUST00000031897	Gstk1	NM_029555
uc012ekv.1	ENSMUST00000031897	Gstk1	
uc009bqp.1	ENSMUST00000095987	Tmem139	NM_175408
uc009bqq.2	ENSMUST00000031895	Casp2	NM_007610
uc009bqr.2	ENSMUST00000031895	Casp2	NM_007610
uc009bqs.1	ENSMUST00000031894	Clcn1	NM_013491
uc009bqt.1	ENSMUST00000031894	Clcn1	
uc012ekw.1	ENSMUST00000031894	Clcn1	NM_013491
uc009bqz.2	ENSMUST00000070635	Zyx	NM_011777
uc009bqy.2	ENSMUST00000070635	Zyx	NM_001289618
uc009bra.2	ENSMUST00000070635	Zyx	NM_001289619
uc009brb.2	ENSMUST00000164375	Zyx	NM_001289617
uc009bre.2	ENSMUST00000190889	2010310C07Rik	NR_045169
uc009brf.1	ENSMUST00000057398	Tas2r143	NM_001001452
uc009brg.1	ENSMUST00000070178	Tas2r135	NM_199159
uc009brh.1	ENSMUST00000059534	Tas2r126	NM_207028
uc009brv.1	ENSMUST00000053647	Olfr453	NM_001011799
uc009brw.1	ENSMUST00000074499	Olfr38	NM_146986
uc009brx.1	ENSMUST00000075468	Olfr452	NM_001011869
uc009bry.1	ENSMUST00000067503	Olfr450	NM_146445
uc009brz.1	ENSMUST00000050729	Olfr449	NM_147064
uc009bsa.1	ENSMUST00000058668	Olfr448	NM_146273
uc009bsb.1	ENSMUST00000055763	Olfr447	NM_146988
uc009bsc.1	ENSMUST00000101461	Olfr446	NM_146295
uc009bsd.1	ENSMUST00000095955	Olfr444	NM_146656
uc009bse.1	ENSMUST00000095954	Olfr441	NM_146655
uc009bsf.1	ENSMUST00000095953	Olfr237-ps1	NM_146654
uc009bsh.1	ENSMUST00000060243	Olfr437	NM_146296
uc009bsi.1	ENSMUST00000059512	Olfr13	NM_146652
uc009bsj.1	ENSMUST00000058118	Olfr435	NM_146653
uc009bsk.1	ENSMUST00000076752	Olfr434	NM_146369
uc009bsl.1	ENSMUST00000078057	Olfr47	NM_146370
uc009bso.2	ENSMUST00000031750	Arhgef5	NM_133674
uc009bsm.2	ENSMUST00000183227	Arhgef5	
uc009bsn.1	ENSMUST00000183094	Arhgef5	
uc009bst.3	ENSMUST00000114641	Cntnap2	NM_001004357
uc009bsx.3	ENSMUST00000114641	Cntnap2	NM_025771
uc009bsz.1	ENSMUST00000146200	Cul1	NM_012042
uc009bta.1	ENSMUST00000031697	Cul1	NM_012042
uc057lpw.1	ENSMUST00000083011	Rny3	NR_024202
uc009bth.2	ENSMUST00000146202	Zfp398	
uc009bti.2	ENSMUST00000114598	Zfp398	NM_027477
uc009btj.2	ENSMUST00000114598	Zfp398	NM_173034
uc009btk.1	ENSMUST00000125957	Zfp282	NM_146175
uc009btl.2	ENSMUST00000061890	Zfp282	NM_146175
uc009btn.3	ENSMUST00000009411	Zfp212	NM_001145881
uc009btm.3	ENSMUST00000009411	Zfp212	NM_145576
uc009bto.2	ENSMUST00000114588	Zfp783	
uc009btq.2	ENSMUST00000130490	Zfp783	NR_027963
uc009bts.3	ENSMUST00000101445	Zfp956	NM_178898
uc009btr.3	ENSMUST00000140719	Zfp956	
uc009bty.2	ENSMUST00000114572	Krba1	NM_133922
uc009bua.2	ENSMUST00000114572	Krba1	NM_133922
uc009btz.2	ENSMUST00000114572	Krba1	NM_133922
uc009bub.2	ENSMUST00000114572	Krba1	NM_133922
uc009buc.2	ENSMUST00000077093	Krba1	NM_133922
uc057lpy.1	ENSMUST00000114572	Krba1	NM_001347153
uc009bud.2	ENSMUST00000114572	Krba1	NM_133922
uc029vvf.1	ENSMUST00000169350	Sspo	NM_173428
uc009bul.1	ENSMUST00000043676	Sspo	NM_173428
uc009bum.1	ENSMUST00000189910	Sspo	
uc012ele.1	ENSMUST00000043676	Sspo	
uc009bup.3	ENSMUST00000040361	Atp6v0e2	NM_133764
uc057lpz.1	ENSMUST00000040361	Atp6v0e2	NM_001347164
uc012elf.1	ENSMUST00000114545	Lrrc61	NM_177736
uc009bur.2	ENSMUST00000114545	Lrrc61	NM_001110160
uc009buq.2	ENSMUST00000114545	Lrrc61	NM_177736
uc009buu.1	ENSMUST00000064744	Gm5111	NM_183309
uc009buw.1	ENSMUST00000118229	Repin1	NM_001079904
uc009buy.1	ENSMUST00000118229	Repin1	NM_001079902
uc009buv.1	ENSMUST00000118229	Repin1	NM_001079903
uc009bux.1	ENSMUST00000118229	Repin1	NM_001079901
uc009buz.1	ENSMUST00000163452	Repin1	NM_175099
uc009bva.1	ENSMUST00000163452	Repin1	NM_001079905
uc009bvb.1	ENSMUST00000061720	Zfp775	NM_173429
uc009bvc.1	ENSMUST00000061720	Zfp775	NM_173429
uc009bvd.2	ENSMUST00000095938	AI854703	
uc009bve.2	ENSMUST00000154570	AI854703	NR_027236
uc009bvf.1	ENSMUST00000078223	Gimap8	NM_001077410
uc009bvg.1	ENSMUST00000078223	Gimap8	NM_212486
uc012elg.1	ENSMUST00000078223	Gimap8	NM_001286629
uc009bvh.1	ENSMUST00000054050	Gimap9	NM_174960
uc009bvj.1	ENSMUST00000067506	Gimap4	NM_175048
uc009bvl.2	ENSMUST00000119575	Gimap4	NM_001243201
uc009bvk.1	ENSMUST00000090070	Gimap4	NM_174990
uc029vvi.1	ENSMUST00000090070	Gimap4	NM_001243200
uc009bvi.2	ENSMUST00000067506	Gimap4	NM_001243199
uc012elh.1	ENSMUST00000067506	Gimap4	
uc009bvo.1	ENSMUST00000052503	Gimap7	NM_146167
uc009bvq.1	ENSMUST00000054368	Gimap1	NM_175860
uc009bvp.1	ENSMUST00000054368	Gimap1	NM_008376
uc009bvr.1	ENSMUST00000147047	Gimap5	
uc009bvs.1	ENSMUST00000055558	Gimap5	NM_175035
uc009bvw.1	ENSMUST00000101426	Tmem176a	NM_025326
uc009bvx.1	ENSMUST00000101426	Tmem176a	NM_025326
uc009bvy.1	ENSMUST00000168406	Tmem176a	NM_001098271
uc009bvz.4	ENSMUST00000101425	Gm7932	
uc012elk.1	ENSMUST00000031835	Aoc1	NM_029638
uc012ell.1	ENSMUST00000167529	Aoc1	NM_001161622
uc009bwb.2	ENSMUST00000162948	Aoc1	NM_001161621
uc012elm.1	ENSMUST00000031837	1600015I10Rik	NM_001081273
uc009bwd.1	ENSMUST00000184917	Doxl2	NM_001029987
uc012eln.1	ENSMUST00000090063	Doxl2	
uc009bwe.3	ENSMUST00000037696	Svs1	NM_172888
uc012elo.1	ENSMUST00000031840	Gpnmb	NM_053110
uc009bwg.2	ENSMUST00000031839	Malsu1	NM_029353
uc012elp.3	ENSMUST00000031839	Malsu1	
uc009bwq.3	ENSMUST00000114491	Ccdc126	NM_001311112
uc009bwp.3	ENSMUST00000055559	Ccdc126	NM_175098
uc009bwr.3	ENSMUST00000060561	Fam221a	NM_172727
uc012elr.2	ENSMUST00000060561	Fam221a	NM_001172216
uc009bws.2	ENSMUST00000024171	Stk31	NM_029916
uc012els.1	ENSMUST00000024171	Stk31	NM_029916
uc009bwt.3	ENSMUST00000031843	Npy	NM_023456
uc009bwv.2	ENSMUST00000166318	Mpp6	NM_001164734
uc012elt.1	ENSMUST00000166318	Mpp6	NM_001164733
uc009bwu.2	ENSMUST00000166318	Mpp6	NM_019939
uc009bww.1	ENSMUST00000167628	Mpp6	NM_001361248
uc009bxd.1	ENSMUST00000147260	5430402O13Rik	NR_015581
uc009bxe.1	ENSMUST00000147260	5430402O13Rik	NR_027892
uc057lqc.1	ENSMUST00000147260	5430402O13Rik	
uc057adc.1	ENSMUST00000184470	Mir6371	NR_105790
uc009bxk.1	ENSMUST00000160133	Nfe2l3	NM_010903
uc009bxl.1	ENSMUST00000005103	Nfe2l3	NM_010903
uc009bxr.1	ENSMUST00000031862	Cbx3	NM_007624
uc009bxs.2	ENSMUST00000049152	Snx10	NM_001127349
uc009bxt.1	ENSMUST00000179365	Snx10	NM_028035
uc009bxu.2	ENSMUST00000179365	Snx10	NM_001127348
uc033iru.1	ENSMUST00000189071	Halr1	NR_110440
uc057bww.1	ENSMUST00000189071	Halr1	
uc057bwx.1	ENSMUST00000189071	Halr1	
uc057lqe.1	ENSMUST00000189071	Halr1	
uc057bwy.2	ENSMUST00000189071	Halr1	
uc057lqf.1	ENSMUST00000189071	Halr1	
uc057bwz.1	ENSMUST00000189071	Halr1	
uc057bxa.1	ENSMUST00000189071	Halr1	
uc057lqg.1	ENSMUST00000189071	Halr1	
uc057bxb.1	ENSMUST00000189071	Halr1	
uc057lqh.1	ENSMUST00000189071	Halr1	
uc057lqi.1	ENSMUST00000189071	Halr1	
uc057bxc.1	ENSMUST00000121011	KR348528	
uc057bxd.1	ENSMUST00000129546	Hotairm2	
uc057adf.1	ENSMUST00000159006	Hotairm1	NR_131181
uc057bxe.1	ENSMUST00000132559	Hotairm1	
uc057adg.2	ENSMUST00000155922	Hoxaas2	NR_131182
uc009byc.2	ENSMUST00000133723	Gm15050	
uc009byd.1	ENSMUST00000139055	AK039882	
uc009bye.2	ENSMUST00000136806	Hoxaas3	
uc009byg.2	ENSMUST00000131502	Hoxaas3	NR_015611
uc009byo.2	ENSMUST00000156515	Hoxa11os	
uc009byp.2	ENSMUST00000134512	Hoxa11os	NR_015348
uc009byq.5	ENSMUST00000147174	Hoxa11os	
uc009byr.2	ENSMUST00000147174	Hoxa11os	
uc009byt.2	ENSMUST00000141300	Hottip	NR_110441
uc033irw.1	ENSMUST00000152875	Hottip	NR_110442
uc009byv.1	ENSMUST00000031787	Evx1	NM_007966
uc009byy.2	ENSMUST00000128173	Tax1bp1	
uc009byz.3	ENSMUST00000080723	Tax1bp1	NM_025816
uc009bzf.3	ENSMUST00000047450	Creb5	NM_001327821
uc057lqj.1	ENSMUST00000047450	Creb5	NM_001327821
uc009bzh.1	ENSMUST00000047450	Creb5	
uc009bzi.1	ENSMUST00000047450	Creb5	NM_172728
uc009bzj.2	ENSMUST00000047450	Creb5	NM_172728
uc009bzo.2	ENSMUST00000067741	Chn2	NM_001163640
uc009bzr.2	ENSMUST00000067741	Chn2	NM_001311133
uc009bzs.2	ENSMUST00000067741	Chn2	NM_001311134
uc057bxg.1	ENSMUST00000067741	Chn2	NM_001311134
uc009bzt.2	ENSMUST00000067741	Chn2	NM_023543
uc009bzu.1	ENSMUST00000059138	Prr15	NM_030024
uc012emf.1	ENSMUST00000172046	Wipf3	NM_001167860
uc012emg.1	ENSMUST00000163746	Wipf3	NM_001167861
uc009cab.3	ENSMUST00000119706	Plekha8	NM_001164361
uc009cac.3	ENSMUST00000119706	Plekha8	NM_001001335
uc033isa.1	ENSMUST00000190641	Mturn	NM_001289741
uc009cad.3	ENSMUST00000190641	Mturn	NM_001289740
